Date,Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010,1,-0.053836718017862266,-0.12109539703922034,-0.07611133438328939,-0.035334356328843096,-0.0337556148331501,-0.10454899259471313,-0.01777996079772083,-0.051157661614589484,-0.010494525232708664,-0.03700992530976448
2010,2,0.03071814779119425,0.044134454456484035,0.029647960063016846,0.03465318081965682,0.051950572106072054,0.03423528026989867,0.03118794695004616,-0.013294808190898757,0.003828895667991372,0.05419460363825163
2010,3,0.05909832183101502,0.07618410442911278,0.027779623585798295,0.08524930943875256,0.0833568041362512,0.06616036598608759,0.036981718173789736,0.026550304486109223,0.02632447196557915,0.07517116883212457
2010,4,0.01535154301900133,0.002061741355052441,0.040710668639211404,0.013079914998253984,0.04169229086872611,0.012475823998138163,-0.010799169308141803,0.025958142551137573,-0.03968157789961753,0.05854443860694057
2010,5,-0.08278896489669231,-0.10017637338700508,-0.1216085417408766,-0.09605265784224773,-0.0956174437673933,-0.07776490863022675,-0.04743373077263286,-0.056771928491039465,-0.06730579817731142,-0.07295979282528683
2010,6,-0.05312748589648805,-0.07614830754170224,-0.061082896309435065,-0.05899390364135952,-0.07122970660284281,-0.0554771411889064,-0.025640075997977144,-0.00704545956286866,-0.01841089297887039,-0.10224542767355774
2010,7,0.06606928074085419,0.1207162530421335,0.08041366556057764,0.06313464779792353,0.09918036786149198,0.0718646535067113,0.056417511137426456,0.07200793508354474,0.013035132172984232,0.0763127154686061
2010,8,-0.04602337268126548,-0.030771628034547235,-0.050276946943425736,-0.08140317319544457,-0.07185043037137047,-0.05774904942648504,-0.01870640642515477,0.014383717261782053,-0.01658769144376857,-0.040570311455798945
2010,9,0.08576892447504529,0.07468959618097777,0.0952701066274397,0.058870224110364536,0.10909474696562085,0.11032107709520185,0.058626359909564295,0.028537116322803896,0.08675849760034184,0.10455410288281855
2010,10,0.03749029330277047,0.05979882468311099,0.05517419871814205,0.014527880614391064,0.02836627786851425,0.05616863040331559,0.0314238656346998,0.010776872741241901,0.02205734370427514,0.053893492095357785
2010,11,-1.691355389077387e-16,0.011144636786046306,0.05692405010873719,-0.006891636110035623,0.013273872460797306,-0.016563757860551975,-0.015765249993116657,-0.030732355592900093,-0.02929916308367455,0.02492775334953815
2010,12,0.06471251440142096,0.09565339420523421,0.08909479204371208,0.10169182108106271,0.0721041626355332,0.054067882812679324,0.043055723770098274,0.030580842861282594,0.04500454546091558,0.04014184471451738
2011,1,0.023032822521764716,0.0007808032539165961,0.06933461570368239,0.027822563143590762,0.03853658863598054,0.03126475210449699,-0.014779568228230382,0.012052320004830913,0.0056977867816654666,-0.006166679330574852
2011,2,0.03414778573725993,0.026188752041018892,0.07109622727280904,0.0270694867252833,0.021024447820117313,0.021694410047739004,0.02867094447950281,0.012220169471078852,0.030771617316796687,0.05824863698828987
2011,3,0.00012013604765716626,0.01738894999776126,0.01864932610903493,-0.02506541134411321,0.02205864605658369,-0.015630911435910392,0.012382020169043998,0.0023103532160323364,0.017923916575943697,-0.005831639193578277
2011,4,0.028549855137461798,0.021017142933663538,0.009112077471442943,-0.0006103964870683035,0.02697575045708784,0.025758882010274087,0.052095104824886385,0.039679101883198745,0.06234682668683072,0.037692714541811286
2011,5,-0.01127800935088185,-0.02778666375825664,-0.04277544980754987,-0.03352260202921922,-0.02803771764694079,-0.010526157935945865,0.02475459399232606,0.02118538261114704,0.024387819909914087,-0.002716471552243957
2011,6,-0.017013541162976067,-0.004027314695549747,-0.019408826100985134,-0.02783814281271456,-0.005472686478245534,-0.02514654669949383,-0.0270092662332879,-0.001439485791584707,-0.011304063752953657,-0.0021786797623562417
2011,7,-0.020207175921485587,-0.03515456819697487,0.014492953799538766,-0.03648845259977842,-0.07121986244020756,0.004270941746707951,-0.012890989761501638,-0.009302485321441602,-0.04049341355376673,-0.014025317201529615
2011,8,-0.05654480685344615,-0.0728336211250507,-0.1077612837870212,-0.10086583508778832,-0.06800480062866956,-0.05454102659946985,0.0019442682861201144,0.021474296942297237,-0.02132777438413474,-0.053884990992659275
2011,9,-0.07194780943106963,-0.18007777904517835,-0.1557589022481949,-0.12093669174197019,-0.0977235623393019,-0.031176860557540462,-0.0335110543945997,0.002158468408923706,-0.04591847196395605,-0.07144467966261445
2011,10,0.10359128408634345,0.15987602796615724,0.17514615090847543,0.13374248337043737,0.1343011775429473,0.09723436153099255,0.04547711217634387,0.0359319321205511,0.05607222506817132,0.11273421635752069
2011,11,-0.004071916247694908,0.002029676044993649,0.016503503695362125,-0.05246353698324581,0.013965428092169344,-0.015107304077682848,0.0273292308873783,0.010277296640018543,0.00949011760208749,-0.0072015542026315355
2011,12,0.010394143629720501,-0.023056954345211933,-0.020634819722517496,0.02110848662180059,0.0025391322408134806,-0.0022919616354037304,0.02732651906398982,0.032770826686585625,0.029219073088144434,0.012989539685161009
2012,1,0.04533130559507425,0.10422538417123985,0.022315349848961344,0.07838447591561115,0.07063106071082069,0.06023148864363052,-0.014259501718000516,-0.03680004915906966,0.03149619619844377,0.05727228045804748
2012,2,0.04249000979163272,-0.005664150111202165,0.057582541421103875,0.04858665426560258,0.027503510608165044,0.06862289091450183,0.036780251038213474,0.006037159397975605,0.010558810993204612,0.044262454334849224
2012,3,0.03165689389894434,0.0038006282848366698,-0.03884380996757241,0.07127766075922261,0.009741836921558852,0.04415257264288094,0.03053785528929826,0.013498262417156986,0.043797899802151534,0.04612583721489544
2012,4,-0.0066976721375991005,-0.0081475252366986,-0.007133171014882964,-0.02369662875742088,-0.011017118428363254,-0.011337225788031815,0.002929692539312186,0.017539387472797704,-0.00266250289676805,0.01146665150194495
2012,5,-0.061934849993111676,-0.08090680691607421,-0.11296934860722083,-0.09654219433982963,-0.06531332900388856,-0.06547791780804264,-0.011771820658551957,0.005592718774620582,-0.03693071943310479,-0.05660403674509425
2012,6,0.039779176528136076,0.04795215688986332,0.046978251070141475,0.04878305409481169,0.033156336061486026,0.032116002160218614,0.035748453409584165,0.04028911506990243,0.055547810413701465,0.019182722801387785
2012,7,0.011760146214393316,-0.012833371979352741,0.04823741322305475,0.001365098867845897,0.003917023175713098,0.01827967460486945,0.02443297225775906,0.0248308093373618,0.009947662647790687,-0.005496956401893426
2012,8,0.02474403265211968,0.022982919945049137,0.026634593762190406,0.03353768685638914,0.015242110027092335,0.0411772362013825,-0.004782849528941926,-0.042284363411425725,0.011653761278012698,0.04513067557997402
2012,9,0.025034969740251156,0.036972905765090706,0.030682784346000688,0.032115518408362694,0.011116279286921599,0.015211854488688413,0.0174143912681914,0.011625093259375281,0.037381824023302,0.030342870816276457
2012,10,-0.018365857294965038,-0.021146091568783228,-0.020499760654112714,0.01968892738915853,-0.001095643774759401,-0.06568514832912396,-0.012356069616081926,0.01391738206017323,-0.0022456310357068495,-0.015507667057729407
2012,11,0.005643905628259353,0.018424970016523833,-0.012307962857786073,-0.008843709564788247,0.017387129209098975,0.008965423629230609,0.018199698807984863,-0.04376228738615737,0.0052321828008584995,0.031199139754962107
2012,12,0.008894366929682797,0.03143144512728149,0.010135702060795348,0.045442911350050665,0.02783476240548883,-0.003921967432337959,-0.02098469624327809,-0.00016599788531059152,-0.0036006145105255422,0.004498834672724765
2013,1,0.04992314083258067,0.03866742757588043,0.07976284450463167,0.0586489606344106,0.055926427811897515,0.018884676118704487,0.0549113750776569,0.04644192694016882,0.07323011635089462,0.055153629970447385
2013,2,0.012678539692393865,-0.01367623927852479,0.004385874811801952,0.012010608746027938,0.021962415585093247,0.0077926871267701816,0.032553439284753814,0.022970489330381497,0.012505933753506851,0.015832693592569773
2013,3,0.0372678744827879,0.021878646967583876,0.025108973146438802,0.03800653644527646,0.023429328178153797,0.025450470881774455,0.048089810371875964,0.052297776373296335,0.06026139468906004,0.042828311395115386
2013,4,0.019029841037990783,0.00939898962719806,-0.013199648317878648,0.026552906882698128,-0.007451212804307112,0.017357626010585936,0.02899447853567135,0.057882666234099246,0.029590632538840294,0.029924893049540668
2013,5,0.023335513831788425,0.018785820566125006,0.028092562821852754,0.05917635207950392,0.04896249670007177,0.0275392582058615,-0.021978646703367334,-0.0948757720297976,0.016345632728535904,0.02727528946549008
2013,6,-0.013434358508446952,-0.041969867298895736,-0.0229282930664799,-0.015830559835180065,-0.015561153770181468,-0.029344017922311207,-0.003028247297072303,0.008905499091315603,-0.005930306299791292,0.00817566445268782
2013,7,0.05038594046179762,0.054053660618071084,0.0512805784990519,0.05209012539337595,0.05741917252829435,0.03658948469655604,0.04244443073486385,0.04240452287401146,0.06917503143696202,0.05131983761381775
2013,8,-0.03045157800743893,-0.001235643304594288,-0.010366463134047989,-0.05260418643045546,-0.025113362347679448,-0.010454638834078826,-0.04648582701988911,-0.051212926046221095,-0.035917807981109204,-0.028878562802409486
2013,9,0.031156115766105025,0.04334223646960094,0.020917791192262652,0.028710171586727125,0.05701165838694539,0.025016166516042125,0.01361071267066235,0.011419456527378162,0.03156893959292855,0.052816105060997875
2013,10,0.04526634177312271,0.04104124299436416,0.04111626734050318,0.03261170225409608,0.046520134638309577,0.04902778294716358,0.062101072178515036,0.03703611753394273,0.04218915694785537,0.044831686355692485
2013,11,0.029207135256113025,0.012938483958737614,0.0005786512377422069,0.04328846871167888,0.035956356034460506,0.030438285009217032,0.01546440759151967,-0.019529248154373218,0.0461061807987358,0.033954277054592516
2013,12,0.02559748649709999,0.04780094866671056,0.02830830141634348,0.023323032745133185,0.041313367878728795,0.034745937135088924,0.006878651062698549,0.009057594342214845,0.007361799512526737,0.02256776553970575
2014,1,-0.03588460691616454,-0.048314586279163504,-0.05970662206396091,-0.037283034930084336,-0.043608263389077515,-0.026079121844686037,-0.053033742112559214,0.029325875191084663,0.009336066496213493,-0.061878427357571646
2014,2,0.04451040273439222,0.06675025707110356,0.049942679715756104,0.029936606346266496,0.03977414897962865,0.04300212192249078,0.03826691116193702,0.033944385286308436,0.06032995683253715,0.0620279677938176
2014,3,0.008259213494264186,0.008216287187812268,0.02086549786815836,0.03361401613874495,0.009510146349291846,0.0043018366263928385,0.02170200578935922,0.032958920414643274,-0.01266361711571868,-0.02909677367733288
2014,4,0.006927447971561827,0.008214711843581458,0.05121475575816318,-0.017156306906246834,0.013287918624864153,0.002747464659427139,0.027034667534931306,0.0413429292940364,-0.006346247810785894,-0.013690265735259957
2014,5,0.022941159496785872,0.029149530664374205,0.01660976917614831,0.014915428376130267,0.019051853485544088,0.03689653425241962,0.017921633529686266,-0.010936591596143632,0.02832893981282414,0.028414377396065622
2014,6,0.020433081219221483,0.01602444637841003,0.05366260231105948,0.02483082560157003,0.004731084740680028,0.018516996401301455,-0.0025324372519477003,0.04345681739416808,0.02099604329719373,0.019207425096186795
2014,7,-0.013528882792831428,-0.020144895608950338,-0.03528029737448213,-0.014618092057303779,-0.042125366909348226,0.016807068848726712,-0.03373158417999228,-0.07043004024651592,0.0013144109442901862,-0.012817913157370351
2014,8,0.03870511441662824,0.03791538871121614,0.021600637604532798,0.04151783125333344,0.041385204802639436,0.03229343602083548,0.04509661556351171,0.048039390292991126,0.04729573246368037,0.04350784221167081
2014,9,-0.013891457057751301,-0.014153252918907771,-0.08067969226670665,-0.0030685741339576715,-0.011524318502474252,-0.005189646308812744,0.005858776061547581,-0.01889726157774808,0.004337948692700889,-0.028105593708133075
2014,10,0.023277876880634794,-0.024289417572446834,-0.03595092360446137,0.02850653168239867,0.038025762521581796,0.01591271051918875,0.03485430008712403,0.07724276985009844,0.05123846409850426,0.02092204569754373
2014,11,0.027101351271320386,0.015580533365761633,-0.09095017827409783,0.02321849080607053,0.030327208771487223,0.0469793206608668,0.05396566334263366,0.011588364678710137,0.03419365262305944,0.05304645530764708
2014,12,-0.0025403300851272303,-0.005595201456721849,-0.002104500711614472,0.01971547765336053,-0.00022335300661963445,-0.021996171173274702,-0.00939384792721375,0.03504731188708643,-0.01413694648234055,0.00886269892668243
2015,1,-0.030077111175073945,-0.018490160368969583,-0.04667673105312739,-0.07208810433655168,-0.03617136923236701,-0.0356957367956386,-0.009740325990645792,0.023028051600824054,0.012931631614615035,-0.030394964506296265
2015,2,0.054682021352984535,0.07666603470611437,0.04490657136580275,0.05660311267468539,0.0521267483995159,0.07691427090568652,0.04060542090121986,-0.06608495602184151,0.04198237379450849,0.08198603669074958
2015,3,-0.01583133841563803,-0.05029598691879429,-0.011620414063391624,-0.005330808309193995,-0.02579533504885103,-0.0349494444157286,-0.019625892471391772,-0.010005058318866715,0.006391605731302152,-0.004837745981858281
2015,4,0.009785830667945333,0.03306752086884108,0.0636677633853114,0.0008290765498901002,-0.0025133601710978443,0.027138078720247476,-0.007620355487917391,-0.004737473693483827,-0.010956433849310426,-0.0005311520042400649
2015,5,0.012774303928356493,0.0037610722769071524,-0.05328117578672532,0.019290663908928554,0.0032302164357652947,0.01838315400881107,0.008645617842151768,0.006311648753776454,0.04405792443389597,0.01306006271178061
2015,6,-0.02032511342377958,-0.04030295514312369,-0.03545849574508015,-0.003603543695493586,-0.02635515461880981,-0.042000322963592795,-0.018516927692112325,-0.06171345190941741,-0.0035191557965240723,0.005528982233966691
2015,7,0.021906063270292847,-0.05173925458992826,-0.08002056073179446,0.033477357998628395,0.0024004318896470806,0.028103659368173287,0.05537119547257866,0.059233402496357834,0.028741735843726215,0.04774363981762865
2015,8,-0.06330689841592832,-0.057555585995194676,-0.042697211103148364,-0.07322346150620163,-0.055553980645217216,-0.05677177785504013,-0.06148207044199093,-0.035400011058419764,-0.08299531809265037,-0.06755138260018026
2015,9,-0.02539513456772531,-0.07682601320296575,-0.07523996343040289,-0.027382271511764728,-0.02228752021864467,-0.013802861910781013,0.004307340250159057,0.02875431363652652,-0.05872332866783274,-0.006157418751750403
2015,10,0.08184372641769005,0.12523666212145446,0.10563839942099383,0.06078057907232618,0.08415115563164953,0.09990250911879679,0.05501448819640603,0.010570041589448336,0.07432349136384428,0.08677555734452833
