Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-01-05,-0.0011815408665850524,-0.002831179088035889,-0.0022761090311237703,0.0046635393297853635,-0.001432957741869573,-0.0006946679629555692,-0.0017625643573615799,-0.01546767647628441,-0.008860612344256977,0.002537224859860169
2010-01-06,-0.0009094961946049751,0.014293124171507847,0.007492538077844126,-0.0037485225538979334,1.849836946382936e-05,-0.010978787966100394,-0.0016555764490004876,0.004358781958900206,0.010609638242250303,0.0008697730366643321
2010-01-07,0.0004046651284083519,-0.014512120799649638,-0.011240493404789277,0.009073309745897241,0.0052728411483332766,-0.004294873119097346,-0.000996851146239979,-0.006458664464436598,0.0038192327638908005,0.005881682212046604
2010-01-08,0.0006132840947329389,0.009960341281495862,0.0028330595056665227,-0.009551969137036397,0.01232583108049697,0.003764977937646772,-0.004270754033171617,-0.0015637610017160306,-0.0005811263319123892,-0.0035524307018948687
2010-01-11,-8.177044773620716e-05,-0.006350698738250997,-0.001583883935404048,0.000816202461890129,0.009808570390039207,-0.006313179442107889,0.0010081798494441458,0.009189040690937664,0.0033653131083695087,-0.0036813868676358018
2010-01-12,0.00020875836448063824,-0.004880643415911982,0.0038949587495209805,0.0072260127432245864,0.004273133848570292,-0.005926529046947271,0.009724344661267105,0.0007294316926172474,-0.0038580229403338065,-0.005185518170261872
2010-01-13,0.00038660787848174283,0.001282302293648882,-0.00757915715900721,-0.000991780922714687,-0.005395875587618449,0.0025122703347847343,0.002753180487333866,0.007022399941761739,0.0073715669835724765,0.0033732503449338883
2010-01-14,0.0007175930494637724,-0.015177288552852216,-5.2215060573109016e-05,0.0015942579752102914,-0.0026233153720662764,0.0007523412850487317,-0.003586930035125756,-0.004948090799031417,0.007562833083357202,-0.002272027410688564
2010-01-15,-0.000398129516723144,0.006105473924694186,0.006545638300117802,-0.004684037039297432,-0.0005778623864147979,-0.0040679558128017095,0.0016565415268145296,-0.0005604889331557728,0.0014485084425613906,0.0006094969374450306
2010-01-19,0.0005367343216118384,0.001996654154011644,-0.0038772035925018506,-0.00018215409241905192,-0.0021722141014662907,0.003932200225609134,-0.0013495782845564831,0.0058019372591429415,0.01272358618928721,0.00036416286060992654
2010-01-20,-0.0013304643129167949,-0.007327695092350914,-0.006342291431003762,0.006210014176843489,-0.005386734868600227,-0.005891797811137446,-0.0024200807915737447,-0.006921538655928558,0.0001926048933642583,-0.003398057620934005
2010-01-21,-0.0016682215081076888,-0.02234904059749052,0.005171985588493036,0.0002153340852087092,-0.0034370455764744165,0.003750323718406513,-0.0030093030535832677,-0.0035950786811518847,-0.010050966801407494,0.002865524608232148
2010-01-22,-0.0006259672073472763,0.005483608111803501,0.004279056978598955,-0.0022235867105533727,0.008416959325322519,-0.0152729595233024,0.012684460197832374,-0.008416258198779312,0.006122676324040767,0.0008136386163959224
2010-01-25,0.0011872500158968784,0.003983424137740412,0.0005176366185104366,-0.0013805000038842954,0.0020673125605527006,0.005407292424665424,-0.0007304033229899038,0.003981924248228309,-0.002363344780321917,0.001974874645059343
2010-01-26,0.00011033148430591565,-0.008067490262790838,0.0011931873282197344,-0.008929643506395019,0.0011163259759598733,1.186575790269569e-05,0.0008923104119493098,0.006204793029553985,-0.0036719717395934034,0.005085564763406276
2010-01-27,-0.0001733941676796795,-0.015003577459030748,-0.010645917651357419,0.016781290548379547,-0.002977603209119992,0.0036794020640641377,-0.00028844997263523416,-0.008908173340569168,0.003271989698692063,-0.0033046785825613517
2010-01-28,-0.0007710501820748505,-0.005751707322662423,-0.00023678818052556318,0.004514816154369289,0.00036424179409781307,-0.016028096364777478,0.003778836919271944,-0.003125930047171796,0.0048860312727587165,0.0067280217491276235
2010-01-29,-0.001400112438270323,-0.004245616852731466,-0.004930821203550819,0.007564009750706452,0.0007145019681252546,-0.009164778254701656,0.0019014705070561108,-0.0007545053972615907,-0.00013706224977207224,0.002779660732882319
2010-02-01,0.0014304252592881195,0.02150918999302351,0.011972907919497646,-0.006361046038028482,-0.001098085365294309,6.474985427843381e-05,-0.0010227282105932274,-0.00201111290226106,-0.0035419026317606373,0.0002464289851206846
2010-02-02,-0.0005056314280028409,-0.011653411103466392,-0.004081057462819594,-0.009525165820503199,0.005196857674622428,-0.0009174353362693104,0.005769851849080987,-9.118959350377931e-05,0.011352701362756215,0.0027662634493111175
2010-02-03,-6.9724300449424195e-06,-0.005214795159650173,-0.0010536264388045762,-0.00239938788129279,-0.0003131434161283168,0.006154982331742476,-0.004038572695887333,-0.003943594760023291,-0.010372544682701313,0.00497494089516092
2010-02-04,-0.0005266049418395473,-0.00019472873676208702,-0.0005099277659939838,0.0010743016958267848,0.00494714396515265,-0.0003665406126891965,-0.001690738260727416,-0.00937787151425424,-0.00229314962040875,0.00017702078066090393
2010-02-05,-0.0008784614436583224,0.015477246505375023,-0.002679943044400755,0.00871836365199722,-0.0073809581194169745,0.00666038134210961,-0.004898515246291722,-0.0035365082972373457,-0.004584523709901161,-0.0058162091190377165
2010-02-08,0.0006298302287353055,-0.006583307186218744,0.0015033593503999635,-0.008424863760327217,-0.0022361369635696803,0.0026669233681033922,0.003777707282512644,-0.006876411777182675,0.0009078835977254767,0.0010713857542917942
2010-02-09,-0.0002135786544688236,0.007702716582459898,0.002820837737574043,-0.009484290378979323,0.004239350784777541,-0.002557209040467707,0.00487628553051758,0.0036407813260401376,-0.0012165766653289573,0.0029619368591435203
2010-02-10,8.361489558391831e-05,-0.005761580503584999,-0.003944734222150494,0.007640172829298339,-8.431424962989731e-05,0.000488331309496963,0.0012658137205101888,-0.002719203680120697,-0.0029593194430618673,-0.0018683236238718104
2010-02-11,0.00021779678988535604,0.003826237771605838,0.0040875591297977465,-0.010923421460327083,0.002778745648514668,-3.721963156036283e-05,0.0028131447514638938,0.0017742404406642853,-0.001727474900488155,0.0005743709480003877
2010-02-12,0.0012191885073150536,-0.0019254000211637692,0.000439142079255304,0.0007852112146698181,-0.007459565057313423,0.004739635367394378,0.0038779100498097813,-0.0002943577675501162,0.0008457123496978629,0.0011597220498967583
2010-02-16,-0.002059356474791562,0.003108870007123548,-0.0018331440903526126,-0.0075656908262145516,0.0033852535169594695,7.859182759282525e-05,-0.0009864178352238483,0.006496960821994545,-0.0035395298084749203,1.4941060573533255e-05
2010-02-17,3.483751705276542e-05,-0.005160169403706307,-0.007482600062505479,-0.002967227266399295,0.003113882196302622,-0.0017212922895544535,0.004335501854086403,-0.00651440238546906,0.003948667340415572,0.0033357123936794816
2010-02-18,-0.00010627012536254098,0.003665316289780795,-0.0012693818135437705,-0.0007841680500655836,0.002519089867152236,0.00014014811347591583,0.0021350491953852553,0.002307206736187731,-0.0005814206874903936,0.0001119108020628751
2010-02-19,-0.0006103108492791121,0.0013196049893750344,-0.0019654747100236345,-0.0014595371776914045,0.0012258948339814073,-0.003714173382877662,0.0012260274166236325,0.012494287945829033,-0.0004899452635977438,0.00034397143218020286
2010-02-22,0.0006442342999640479,-0.005110540409160092,-0.016555870154751524,0.009027112929256342,0.00042327813710548866,0.0008618722900773919,0.0010731175103718795,-0.005179355629107051,-0.0001767003151613121,0.0011588180900302708
2010-02-23,0.0003926041758311252,-9.00730618379475e-05,0.0022878098767719554,0.003111727341534927,0.001519428439002355,-0.002729133662083584,0.0022561385291261157,0.001016584055829657,-0.001648151425433118,0.004944985232213387
2010-02-24,-0.0006015277872058172,-0.014094347209241504,-0.007142523458323631,0.0021860102355611023,-0.0005422750590198446,0.001390687940255311,-0.0003549373579825408,-0.005341556485323083,0.0003338861189767497,0.004276701660066112
2010-02-25,0.00027919292316249474,-0.0015399677833392135,0.00040612509253661207,-0.0034141408557230857,-0.0014658257964606622,8.686230933957831e-05,0.0028284224513132382,-0.0005075631784397106,0.0034199343596503424,0.003493402466027723
2010-02-26,-0.0014044543543885802,-0.0017980927469127377,-0.001387135982873894,0.0013179044774989032,0.0019305530567012104,0.0006562135937344517,-0.006889566500109162,-0.010320935108684356,-0.0003613212628711187,0.0008902909242890856
2010-03-01,0.0001549613727213281,0.0010382150931505813,-0.004288551034920663,-0.0109404165193336,0.00023655418760344313,0.0025147944612383642,0.0030513038849550424,0.011425679387293119,0.0013427028920232464,0.003891834558872008
2010-03-02,0.00045701314305337994,0.004142485301928597,0.003773022831033165,-0.0014306231463990966,-0.0019607638438573823,-0.003018364915643252,0.0037958982303996,0.0031978995602984254,0.0025002823989890405,-0.007955179717867543
2010-03-03,0.0002408501094340775,0.007353478038874001,0.0028803043315763026,-0.0009958491926008155,0.00027800069547446776,0.00014338508620774813,0.00045688506225391554,-0.0016446799838382188,-0.004209654208669772,0.002200273216423682
