Date,Mkt-RF and SMB,Mkt-RF and HML,SMB and HML
1926-10-20,-0.4385451692900261,0.07107760981366834,-0.09418815939828729
1926-10-21,-0.4247536425929313,0.10772991615938063,-0.09797613071230714
1926-10-22,-0.434930543257626,0.10714380086659626,-0.07835419144659486
1926-10-23,-0.41411225731751333,0.11070615441266232,-0.06921279585152694
1926-10-25,-0.4119167181700003,0.10986632809150654,-0.06719726457068981
1926-10-26,-0.3989856963802114,0.13366152992399608,-0.09075461238622475
1926-10-27,-0.4039428808690341,0.1448996309343463,-0.10423550357977744
1926-10-28,-0.39683360406923607,0.1449353432556088,-0.09391815118277336
1926-10-29,-0.39372413058548356,0.15153621207133278,-0.10024620970085037
1926-10-30,-0.39607465382723556,0.15026601118675792,-0.09013694639752916
1926-11-01,-0.39050464378312105,0.13367316867521312,-0.07162660088617656
1926-11-03,-0.394490453738597,0.14714809401977297,-0.06382251864210371
1926-11-04,-0.4094045256931556,0.17427716945283397,-0.04116504285761264
1926-11-05,-0.40943820855839974,0.17561633616760006,-0.03894203454011681
1926-11-06,-0.41825401956433683,0.17980004335466118,-0.037150183197906916
1926-11-08,-0.4117710762288639,0.1896839715558846,-0.04410499855869071
1926-11-09,-0.42292373530803457,0.17950459417078504,-0.06535662380258893
1926-11-10,-0.42663135548754355,0.176938889989749,-0.06457796787543568
1926-11-11,-0.4218696500791382,0.176648503830921,-0.06036585512924003
1926-11-12,-0.4165402738420037,0.1794819514349991,-0.07036249033499078
1926-11-13,-0.4141267183352233,0.17841458273648492,-0.06569772565703162
1926-11-15,-0.41677171693661613,0.19255478345655141,-0.07160558297045608
1926-11-16,-0.4143954750644675,0.21843786656976738,-0.13295679319182227
1926-11-17,-0.40612411894032163,0.20804850213689963,-0.12521480643249253
1926-11-18,-0.4088818370379343,0.20899948464683454,-0.12370705368008701
1926-11-19,-0.4162933394676185,0.21260853136272712,-0.12190737816177197
1926-11-20,-0.41064949431537673,0.23412270004734528,-0.14060234872318558
1926-11-22,-0.39974392205308423,0.22940119081300228,-0.14880388232588862
1926-11-23,-0.3982058267484008,0.24003439439871896,-0.15358774772683145
1926-11-24,-0.4049890434785124,0.23806187565083964,-0.1575318699006799
1926-11-26,-0.408977980130844,0.246379410675083,-0.15503805915509647
1926-11-27,-0.40885171115292007,0.2524317752859971,-0.1549193498722193
1926-11-29,-0.3901000824392276,0.2720750082425809,-0.16250026215295238
1926-11-30,-0.3835099208804526,0.2729323138290847,-0.17254136167277542
1926-12-01,-0.35979314231132264,0.2511159323635078,-0.15111401375997646
1926-12-02,-0.3453724721058002,0.24700379271196443,-0.1377824105174144
1926-12-03,-0.35618348483088763,0.26556713216273503,-0.13167025001238403
1926-12-04,-0.35994313115420024,0.26831839616334147,-0.152221910581439
1926-12-06,-0.3420017019573227,0.27761756171526597,-0.1723256926174879
1926-12-07,-0.34264326105560083,0.27564802062660637,-0.1902273251330708
1926-12-08,-0.3399472809282115,0.2783831040921188,-0.18474797702937185
1926-12-09,-0.35059053956560166,0.29294319526885276,-0.17663764999274648
1926-12-10,-0.3524113046793695,0.2937069756360348,-0.1823022408168148
1926-12-11,-0.3443691680415132,0.27841761346369914,-0.14825760991174008
1926-12-13,-0.29666900313991296,0.2764989930683519,-0.14160703087146093
1926-12-14,-0.3117684488751125,0.28415355645256024,-0.13161724159513122
1926-12-15,-0.31736441497276957,0.27539465017113524,-0.14350686189617076
1926-12-16,-0.30945442977661297,0.2813533889478735,-0.13897351813083197
1926-12-17,-0.3414603941915401,0.30695303142826624,-0.18424851092944344
1926-12-18,-0.3455171869702246,0.3064509356014107,-0.19008510160299116
1926-12-20,-0.3360630305455711,0.31161050992821043,-0.19738858159129896
1926-12-21,-0.3593916342915763,0.3160068836487555,-0.18552184014298218
1926-12-22,-0.359055109826354,0.3134021370668334,-0.17247465565405715
1926-12-23,-0.3522643189599165,0.3033658546485959,-0.1726100940216911
1926-12-24,-0.34016417131504006,0.31661909194021864,-0.1717348518109866
1926-12-27,-0.3422330430939562,0.3235021294379239,-0.16451961860498387
1926-12-28,-0.3315427442656631,0.3283073879926951,-0.16979401403833105
1926-12-29,-0.3317104108159885,0.3244250274333566,-0.16747744243552964
1926-12-30,-0.3309302326332361,0.32629182158848463,-0.16617916323946474
1926-12-31,-0.32205906943918305,0.33589218499161616,-0.13513275749877265
1927-01-03,-0.30466592364907275,0.3275639155348347,-0.12950022588297835
1927-01-04,-0.297707799590921,0.30849248022358694,-0.13210060709704585
1927-01-05,-0.2965848045604333,0.3068512788680026,-0.14116411485702696
1927-01-06,-0.31388392421513533,0.29703057685032264,-0.1462399004723558
1927-01-07,-0.307980449886499,0.3073131439352354,-0.16018927279102724
1927-01-08,-0.311949962680978,0.31342516442071455,-0.16449101718231085
1927-01-10,-0.3079123053485932,0.3120064688194689,-0.15737326469299212
1927-01-11,-0.2962479937234404,0.2871901422376793,-0.18364558525606536
1927-01-12,-0.2945780172545635,0.28685955872704105,-0.18314520926178432
1927-01-13,-0.28934343859783485,0.2899287146356211,-0.18959534688341223
1927-01-14,-0.2781671059858408,0.2916687610861972,-0.2511760282874073
1927-01-15,-0.27609237646650464,0.29343578369823436,-0.24324377399032937
1927-01-17,-0.2748586661003816,0.28628529113143364,-0.2513716153392952
1927-01-18,-0.26912431198850495,0.28360669839446856,-0.24637324238417782
1927-01-19,-0.2644172721321254,0.25183733640769185,-0.24150943269929445
1927-01-20,-0.2501555591536825,0.26304595519753693,-0.25056534687924703
1927-01-21,-0.24580768410056703,0.24764624646886435,-0.16670623108239682
1927-01-22,-0.2707190964497559,0.24001958035096105,-0.16038199817542625
1927-01-24,-0.25751895144905435,0.156760908239166,-0.071227025275468
1927-01-25,-0.24917117766348434,0.20701227807699493,-0.03741171000623012
1927-01-26,-0.23353338951873884,0.220823620635405,-0.039444660032867236
1927-01-27,-0.2217657637113995,0.2172027473673168,-0.02491611357949575
1927-01-28,-0.19403233780126264,0.21784495790474698,-0.011697776762009294
1927-01-29,-0.2172730240930203,0.19842170386199787,-0.0013575337561777647
1927-01-31,-0.1990783063233539,0.19924442562889944,-0.005030731621646444
1927-02-01,-0.17155048385658297,0.15450900267756723,0.0774074322849426
1927-02-02,-0.17759089887242419,0.1332539234200274,0.08048962250071015
1927-02-03,-0.20443044511822556,0.15083067913747716,0.08876495951559203
1927-02-04,-0.19467391741830856,0.1532994047489876,0.10170168442425517
1927-02-05,-0.17022497517220517,0.11574145857123427,0.1301545647594963
1927-02-07,-0.20190921063636333,0.09073811728070853,0.09088264897030138
1927-02-08,-0.19558959401863324,0.05821127276395271,0.10655737907464319
1927-02-09,-0.16720506709802183,0.0624729757610592,0.14472639376156735
1927-02-10,-0.19135407630075968,0.05961576234057661,0.12479495479154501
1927-02-11,-0.19404330956834304,0.04804557520684245,0.14973019190798553
1927-02-14,-0.19885228824190948,0.036031922398904334,0.15293115535772375
1927-02-15,-0.1650860096783999,0.03064962895049157,0.16303968937800895
1927-02-16,-0.1594041630882299,0.022219832419823532,0.15528556606646246
1927-02-17,-0.1579576163374457,0.02568387374514902,0.15836293145641267
1927-02-18,-0.16360538428682414,0.025583529196994158,0.16267323826201957
1927-02-19,-0.16220987953807597,0.03947393296562405,0.14159776472217728
1927-02-21,-0.16403793099775707,0.05515447944007008,0.1199269827335606
1927-02-23,-0.1752475619520366,0.03008022994366808,0.1310782480045312
1927-02-24,-0.17205229172501496,0.03019514950900206,0.13135080986511735
1927-02-25,-0.16707338145344394,0.027241846613014604,0.12396942656312189
1927-02-26,-0.1646527640531198,0.027388931757207014,0.12539802131849112
1927-02-28,-0.18128848949993062,0.0332603404457959,0.13271551925283248
1927-03-01,-0.17189912064087548,0.050705709197332485,0.1328862020564894
1927-03-02,-0.15143661168426234,0.07416243853624149,0.1359796771635479
1927-03-03,-0.15015279130828688,0.075017371621861,0.13584674962442286
1927-03-04,-0.1559131892377172,0.0771439890345245,0.1339683398247221
1927-03-05,-0.17702989031278984,0.09042560167500363,0.11599945885740343
1927-03-07,-0.17064525359186733,0.10401454664712491,0.11725789792696813
1927-03-08,-0.18532919675817264,0.11160578189460278,0.13937601410141223
1927-03-09,-0.17157703734317836,0.12198347328411885,0.1407913489830724
1927-03-10,-0.13684534950186253,0.13134198731842814,0.1452998153641656
1927-03-11,-0.13924727613104257,0.1315961922473705,0.14186613494758238
1927-03-12,-0.14768805193768944,0.1411469267574102,0.14595653287860275
1927-03-14,-0.14820046934273562,0.13309871080692978,0.14092105017772816
1927-03-15,-0.13736707238384852,0.15066499064408323,0.1455377154176315
1927-03-16,-0.17097586147339744,0.14135784142683155,0.14693431250226746
1927-03-17,-0.17876205197997957,0.12954475946508037,0.15405805934932762
1927-03-18,-0.18897063913814738,0.14628413745001217,0.1497838841364492
1927-03-19,-0.1899701547610969,0.15232057937215018,0.1516096667133901
1927-03-21,-0.19355590326268407,0.15849465374924696,0.15138118176356247
1927-03-22,-0.20457404249490957,0.1817689658875054,0.14306031813215483
1927-03-23,-0.20392143537179347,0.18411958924089347,0.143406546745359
1927-03-24,-0.1994461790141053,0.1832899657478303,0.14301857247394031
1927-03-25,-0.1940275285995897,0.18124392376706416,0.14009175218265527
1927-03-26,-0.1882785034353545,0.18088903783409452,0.15579671933332617
1927-03-28,-0.19223316878412555,0.18178737679197662,0.15280844703117938
1927-03-29,-0.18754856650126178,0.18126440190550544,0.15757132360143328
1927-03-30,-0.1895245592464765,0.13332992515177888,0.16826808531316054
1927-03-31,-0.19759309222923319,0.1394913022706883,0.13605044281054737
1927-04-01,-0.22068037224736695,0.14232200220219945,0.14476570828946023
1927-04-02,-0.22210586692115072,0.14231434706240487,0.14410588940904587
1927-04-04,-0.22542536074618233,0.15991530741375534,0.13233948831578843
1927-04-05,-0.24517228920305797,0.1589413427280155,0.1327632975143127
1927-04-06,-0.2088440679249372,0.13966579619127437,0.16482238007734373
1927-04-07,-0.2079121914389171,0.1398759356963424,0.16043617529766216
1927-04-08,-0.19586709613158432,0.13583129783568793,0.15806299092934206
1927-04-09,-0.19945625349771967,0.1345058956351369,0.15223389370124701
1927-04-11,-0.19995257901652067,0.13274409920259886,0.14688913633827644
1927-04-12,-0.21274200161615206,0.141456745345991,0.13892488188845523
1927-04-13,-0.21611426131377853,0.12799042715035241,0.12236782205997143
1927-04-14,-0.21678635655744918,0.12253467543442055,0.11248979786160229
1927-04-16,-0.22209867883204126,0.11639085180330143,0.11382951674256793
1927-04-18,-0.21712917509091512,0.11498766970202487,0.10547913779445073
1927-04-19,-0.20552672242262726,0.11719132527558543,0.10482656301981925
1927-04-20,-0.2177125606235601,0.11732848594298446,0.07555181499092094
1927-04-21,-0.21228269267082447,0.10847153634471966,0.08529955413037711
1927-04-22,-0.21487382937821503,0.11746746758640489,0.09407118128869067
1927-04-23,-0.22752853213957963,0.11968780506374975,0.10420618924916604
1927-04-25,-0.2234531596753271,0.10900227568797996,0.10428633801982759
1927-04-26,-0.2158496228892581,0.09332555849462308,0.10679774330908827
1927-04-27,-0.21501128264459168,0.08793127900804187,0.10939255151756708
1927-04-28,-0.22568507647060299,0.10418815330328889,0.10335626292341431
1927-04-29,-0.2339955121950583,0.11173227918931132,0.12068854103586296
1927-04-30,-0.23435318181586373,0.11203922040723632,0.11859279855356483
1927-05-02,-0.22870308138329948,0.11422658729448815,0.12890387486258123
1927-05-03,-0.23360088040421684,0.0943776125389212,0.17738350840419523
